"Compound Name" Mass RT K-1 K-10 K-11 K-12 K-13 K-14 K-15 K-16 K-17 K-18 K-19 K-2 K-20 K-21 K-22 K-23 K-24 K-25 K-26 K-27 K-28 K-29 K-3 K-30 K-4 K-5 K-6 K-7 K-8 K-9 12V0a 13V0 14V0 15V0 16V0 10V0 17V0 11V0 18V0 19V0 20V0 22V0 23V0 24V0 26V0 12V0B 27V0 28V0 29V0 30V0 32V0 25V0 33V0 34V0 35V0 39V0 38V0 36V0 40V0 QC_1 QC_10 QC_11 QC_12 QC_2 QC_3 QC_4 QC_5 QC_6 QC_7 QC_8 QC_9 ...75 "K - controls"
316.2618@7.5 316.2618 7.5 50205.05621 25883.31503 45494.16786 35943.5993 30844.80225 33368.27377 38560.35584 80521.97915 93683.45302 74977.96158 52521.12587 50135.24465 47815.73339 39321.61847 66745.86922 34447.22309 79444.68073 43033.44903 76186.16235 43527.96924 37284.47211 47509.40865 116562.8306 92375.8104 43634.86718 65365.13515 54204.27928 43575.32984 56173.07961 34917.75629 62995.46497 37973.67315 51114.46537 33114.11459 39857.03198 11242.5059 25883.17009 57516.05263 38517.64748 31166.0899 12301.98534 75272.10375 79721.12612 41392.97089 24656.13148 53267.22334 66532.31771 36608.62817 45034.27098 25657.38856 60042.83003 51278.38934 66833.56191 42546.64444 65768.16294 29404.59691 56996.81233 12975.94836 60780.22655 49153.29451 63320.68294 16539.58742 49206.10446 54466.27076 48085.20704 14933.11723 59848.69169 13741.95774 47480.95033 46968.49173 62281.72436 NA NA
317.2324@5.14 317.2324 5.14 36673.26038 24376.58915 58889.01015 74438.02623 20599.09028 23478.20114 26783.47478 43213.00253 13833.67158 64165.70626 38849.42133 17700.25403 14919.84902 38148.02356 19333.48862 11210.41234 16801.01096 50281.60205 33150.65885 50818.78146 24734.69621 16107.07305 56051.00966 24118.64867 99141.82743 37913.20561 48993.66483 21424.83706 3316.604818 22849.04984 33430.07575 12458.81218 15857.57842 29342.27694 54908.31681 12761.19806 23788.33449 39369.08707 29988.2128 46839.23498 45792.47937 37612.98892 25185.33014 15246.90689 24202.03963 71285.96354 15478.12487 9389.839521 8178.520858 12322.50646 56150.77983 43096.8632 14932.27146 65065.25045 23957.54948 23249.43763 48224.29445 14930.13928 18261.70263 15812.03121 18954.39261 20416.97644 29493.80619 16284.08592 35698.78843 26524.9403 22712.26581 29709.04502 15482.91671 17721.14907 34250.64768 NA NA
318.255@8.12 318.255 8.12 59378.33069 39775.18151 32318.02052 35397.60326 31152.43345 32012.12509 48423.10432 39058.13661 31596.70231 35391.29186 41199.79789 22187.93169 31185.17454 41753.32596 51302.83179 37646.58001 48059.38417 35654.15518 31049.91492 31334.52258 36084.87859 39581.00645 39951.18847 64801.46011 51818.88419 34117.3721 61885.81874 45882.02723 50121.03351 49276.1223 29944.6493 34785.40692 27357.19085 34628.89339 38042.57135 33411.44369 30191.26122 25927.75362 39759.36007 35403.90891 36110.83146 34888.89549 37147.74205 50675.77562 24143.0377 39284.10214 29129.55234 28217.10049 37648.33894 30270.78926 50066.85338 33169.93521 37366.30822 34561.09166 27895.54464 43884.13401 60925.04682 30877.39267 51644.03244 37444.48343 56028.62747 63421.52531 62640.35552 37362.68411 38284.07699 42070.51101 45500.95578 47259.20479 46602.66009 50961.5217 51723.20903 NA NA
320.235@5.77 320.235 5.77 14295.03571 33974.06609 15741.4392 23506.46593 29252.14658 56052.90373 49142.68786 24414.55843 67056.73851 43027.4424 61151.73067 31469.64522 65007.99699 22736.3076 15075.32632 11711.77442 25270.16744 46887.88377 50363.23641 20761.08017 44620.15517 16794.51407 30844.3452 77330.36051 25022.13602 29648.12335 56735.72185 37529.25078 49256.81331 38487.91066 40047.80366 50091.3604 95010.06911 31213.70763 44233.21206 20261.13908 11205.99924 80812.33693 47299.74931 37139.22499 18516.99702 40181.49359 16455.12102 38688.15892 21947.85322 35061.57231 50650.86554 15280.25331 32213.50173 87629.21606 18773.22164 42999.66426 28594.44758 70338.62685 72949.68662 2480.410074 75219.81669 108289.2999 40811.26937 63996.1185 6961.175558 87989.62663 64229.68847 20863.38931 103182.5652 77301.08153 47865.87018 91890.4365 27951.02167 43545.11489 0 NA NA
323.9873@1.46 323.9873 1.46 19887.93788 14978.22687 24550.27379 25778.6395 19580.96396 12136.99905 35757.20613 0 8122.975763 7380.45097 30237.11588 10020.47989 14347.85064 5707.769921 6643.48391 23356.61091 12937.29523 12329.69613 10364.0905 6216.724501 18129.56438 8162.724552 0 11671.04489 16152.87679 23965.35307 9141.470889 20104.69864 10502.23461 19980.05888 34218.86828 35181.18309 19187.92273 14683.77327 12277.39067 26205.66835 22518.11885 11231.65546 15949.19768 23929.24355 6629.171268 6648.972948 9738.673387 5953.203461 4055.264 9298.950089 0 0 14813.87803 22065.55891 22536.07872 27705.02499 13066.57135 9508.159695 11904.74723 20751.78119 10341.1712 14464.51873 14149.83797 16199.19058 17157.475 14109.2337 15923.38704 16208.13603 15824.15242 11438.61251 15300.58437 14919.37484 12866.88292 15571.46329 12279.87553 NA NA
324.3143@6.68 324.3143 6.68 40648.66126 31366.70908 34291.66131 34912.81024 14378.56882 36287.07078 38038.04219 39208.5991 28385.77902 40581.9384 39930.85029 31133.19156 27645.82058 30212.35757 36735.43379 26231.61778 22409.81289 40398.58669 31389.8897 37344.85105 40894.14336 23344.08146 34386.60593 32197.62568 47121.94697 30173.62463 41074.46185 30915.531 23736.47269 18428.20262 38892.00568 23270.56929 24723.11732 19783.8678 28350.38737 21411.18901 32857.16221 25780.81775 24937.9967 33528.840150000004 24020.67758 37036.32453 31568.60729 25370.40145 24350.37055 40242.11163 21740.67439 11879.08625 16075.262 21843.41977 29941.21761 29053.26172 24988.63459 41903.93411 31135.27766 33358.98108 41806.17905 24627.62621 33511.81443 27436.65786 32920.57744 28157.39925 34133.29874 29411.48795 30186.35834 24978.45109 25716.58329 24831.77264 28356.54862 34747.4405 31863.67395 NA NA
325.2733@3.24 325.2733 3.24 7711.260428 8607.583554 8344.475576 8946.977164 9558.778493 7293.46105 7689.403828 3466.743545 7901.373339 8014.990027 7053.234196 7861.036142 8551.770942 6328.942868 8176.230331 8121.822402 6227.668466 8666.111812 6461.260778 7666.454345 8440.136226 8090.813322 9276.926723 8301.871254 6869.089733 8864.834047 6734.624706 7216.145122 9967.303593 9654.101811 8609.374463 7776.302281 6836.239711 9074.609751 6068.551003 6742.312645 11066.24218 8498.36164 8673.393887 6634.533329 9824.63967 8582.847599 5043.342418 10052.80937 6399.825458 8454.086697 8097.663343 6154.573785 7910.404522 8634.284837 7571.105333 7823.244973 7791.918079 8006.980269 6875.112214 6276.226127 7258.554225 6837.795669 7711.213584 8918.272807 7928.283033 9032.779541 10115.2482 9874.564599 9667.95869 8383.970063 9483.271341 10134.86501 8947.937147 9242.580397 8911.959816 NA NA
326.2086@5.68 326.2086 5.68 10189.4759 8131.640654 0 10898.23325 6377.305747 7081.451295 8243.010695 2563.250617 0 8761.054855 13289.16278 8683.140861 6407.706819 6518.532271 5385.971067 11964.22889 7454.924873 9184.941532 12223.76454 9120.637649 6124.995844 11559.88548 12758.3413 9595.082897 13499.17051 13789.71681 7538.769893 9274.109216 10230.29857 12943.38065 8365.160511 9560.085127 5069.496369 9650.907946 6985.525049 7604.894077 11792.03534 7057.919879 12238.06666 11028.98071 15928.83037 9820.249602 8609.188255 11749.68633 0 13924.64286 10781.29619 11494.84114 11683.40751 13928.0415 14401.18634 9119.476483 8588.804312 12323.2067 20179.465510000002 10798.51169 5574.74491 8466.660399 9130.015978 9641.801826 10598.85247 17144.13084 11337.05978 11176.50361 12105.83959 14495.91791 13601.04115 11776.04006 12152.65664 12670.75405 9229.477018 NA NA
326.2447@5.61 326.2447 5.61 13087.13125 12328.22629 18719.70943 16572.813 15554.28525 15330.9561 15326.29443 13741.49211 15251.21172 10594.29995 11393.3662 12555.15238 12218.47173 21007.39659 9723.238515 13878.20424 1488.273838 9668.631578 11042.27126 15665.18492 14242.17274 16053.58905 8409.304824 7041.678647 12587.2631 14850.32831 13255.24089 10677.97641 21666.37062 13725.01987 21861.17574 6108.650977 10662.62304 12825.80159 12048.68776 11501.2907 16619.68235 11371.13027 23877.77721 10476.19638 14013.52145 26426.83104 8633.28746 12999.75274 12893.6028 20525.1669 22555.59439 7614.291475 19193.92969 13154.40308 12532.30785 20327.10391 14863.94498 16910.32466 15314.35662 36606.87665 8391.255646 13936.71961 12174.61549 35417.72238 53287.23366 49265.3648 51947.23005 42733.16415 43401.74792 49552.04507 6832.6781 42738.09648 49841.57005 48193.89706 43228.17046 NA NA
327.2406@3.78 327.2406 3.78 76613.96367 81906.18147 43380.95415 85870.97889 86443.73247 85426.53819 67934.16869 96616.00038 44965.66031 70593.5157 73279.79642 66749.72634 70525.32614 57932.50627 65065.13151 107560.6166 63824.0369 129931.6698 73697.71046 67798.37176 25606.54184 119245.2951 90259.04526 112625.7105 95154.52079 43958.93493 149198.6984 128600.3368 57013.04294 81267.30751 41050.15346 68973.50744 24655.92103 31342.6446 98281.06481 41314.7389 62952.60144 53148.82802 46036.27247 90441.72646 47418.72538 49261.74821 47609.43224 44684.80541 49514.07237 59811.60064 94625.09864 35339.26814 46144.17977 29511.73678 84070.81267 102175.4728 90837.13301 69360.73104 51866.23451 84924.89716 84853.24792 24413.56359 45260.31905 62267.60429 61643.78668 65296.48493 60827.40135 72957.84262 66964.96231 65161.01956 66215.15639 66851.43116 66760.02934 70450.74187 63180.8485 NA NA
328.1597@6.98 328.1597 6.98 28287.83614 12626.2001 7176.835511 16845.0354 0 13926.59941 14978.95157 20630.22883 27484.85122 7701.037621 21446.85813 30644.39238 14158.0617 18842.53114 32856.67833 31962.58102 23839.41606 23420.19194 16434.49411 31656.71275 10677.79856 27000.9955 10810.78051 53542.44202 10363.6672 15438.46327 16764.8008 24889.32025 28981.58592 24960.30542 19273.67366 15363.90967 10297.68828 17641.1794 26218.81617 11066.00734 11372.2231 39475.27884 22800.76427 14320.60447 13330.38822 21422.19163 21753.64475 23962.57635 16390.34982 15800.25307 22585.32809 20663.87271 19080.58781 4375.008541 16311.92837 13991.4005 34367.75276 24574.26646 15052.86329 21292.30581 20946.19373 19257.77628 31170.59221 23302.63151 22487.4409 23185.66055 19896.45994 18496.35401 18041.69817 20660.2834 20879.26371 21613.94525 25078.27535 16653.46284 17211.84295 NA NA
328.2405@7.03 328.2405 7.03 35883.03069 24221.44947 16202.61932 64448.88799 35083.45391 30139.75983 30846.74636 40903.25988 44476.51434 18727.82231 35303.79484 29168.05031 26616.52022 30126.68014 29504.60681 61581.74446 30434.48787 81733.99457 35540.12018 59540.135 17504.93018 67930.39346 43400.42508 50090.13276 16792.81548 12492.481 40874.42844 40002.3633 34998.92414 29695.52317 10831.99393 28545.58219 22954.74908 12574.50909 31688.99141 31901.98903 16263.44612 50499.88447 44992.27656 32477.54593 24392.55517 67841.66578 26413.26195 43779.1489 28564.05211 11210.17408 28770.72326 14957.23328 31232.49724 16564.23251 41344.43124 36242.77149 68585.27208 43558.317 27398.58892 58816.15148 28736.76475 23152.67656 38919.44678 33883.66246 33053.97097 34792.56715 32954.41326 32045.47772 31588.77935 33632.81577 31996.17762 32679.28519 33249.81173 33973.33072 30129.42712 NA NA
329.241@4.69 329.241 4.69 10743.93476 11567.91372 5541.515098 46495.5271 11100.39331 13003.08911 10100.67022 30429.00917 13277.25165 10093.03005 15781.31952 8686.351808 10634.12587 15844.71377 21480.41463 16007.63878 23772.91651 22311.95808 15236.4103 22030.71878 5369.436693 11355.9262 13937.11419 20091.57083 6965.085723 5198.878556 21896.56186 21595.00529 11309.04203 6543.257992 9406.126813 4448.763152 8359.468595 8942.364781 14556.83388 7234.087981 15273.68211 11802.99624 5653.304685 10664.7595 20092.33657 15465.63856 6016.587304 14372.60284 13594.42109 15318.13243 13392.84387 20222.48103 8150.971994 2377.437923 6269.836582 13611.66243 13895.61358 11496.21439 18389.45155 8338.136968 22251.58835 8241.935624 11413.07232 12260.98727 14079.90595 12816.53783 13488.57455 12739.94521 13177.83645 14337.99194 13225.35991 12537.66095 13210.98562 13318.04296 11894.65006 NA NA
329.2559@3.99 329.2559 3.99 20281.48655 12411.41334 10701.35313 15995.61254 14398.17687 18529.01349 22618.513 11234.56793 12180.32134 16133.6789 17555.36673 21627.29443 14080.42817 21583.48461 15720.63953 20795.83309 24532.81907 30578.44804 14689.83517 12677.19437 0 18617.58822 26302.07679 20548.65102 32928.47969 12534.28774 51126.72593 24803.83668 13950.19775 22496.88949 14778.80948 22143.68741 5990.355641 6723.853119 17739.77347 7536.156281 15646.27801 12589.73663 21081.16533 12419.95654 16754.37111 17168.10608 6388.683705 11498.92046 12743.07773 14842.85658 11477.58459 7772.982434 0 2813.232213 19350.82173 34844.54658 26875.37764 19760.37428 13646.69306 5306.918782 18719.30317 0 11026.88876 19373.87923 13492.87531 18509.8102 11883.02221 13355.9487 16953.08833 13860.87097 17556.48447 11986.76735 15905.15509 17726.29215 18547.76302 NA NA
330.2586@7.22 330.2586 7.22 9002.063826 6158.202847 4191.243822 11658.04663 8195.24924 6943.948724 6680.638673 11436.01136 12837.36545 4583.553128 10957.01178 8769.585747 6410.063882 9061.987647 11931.97515 14050.13606 8834.836086 18771.18142 9500.034094 14565.18538 4223.465995 15741.39796 9661.9307 21260.5957 3807.009782 7530.454335 6673.252862 9477.971927 7137.534768 9274.201991 5139.680909 4834.98013 3543.277836 4249.860248 10290.9794 7905.641496 4444.636545 13185.43305 10503.0235 6861.633131 5440.618255 11140.52559 7829.471123 11862.58539 7738.487785 4618.77781 6911.321026 6849.309302 6483.647205 3453.086729 7514.646083 7746.023826 13884.72708 8732.366665 6421.746273 10194.00416 10717.92858 7714.542861 9190.019974 7212.720114 8445.986888 7625.630054 7281.674854 7785.444782 6609.815675 8547.285357 8639.409424 7237.947117 6912.565113 7921.601357 7062.354809 NA NA
331.236@3.16 331.236 3.16 55801.28491 19683.47134 12592.91641 109597.1857 29186.54389 22827.60764 21854.67885 34397.25253 22629.26073 18675.29793 33224.18544 45889.25877 30986.49001 22082.60688 89467.53885 41596.85024 36485.90019 60847.95043 16900.03375 36875.70903 16890.83416 31957.34317 31566.39003 57324.35669 21934.24091 10407.54534 48001.82978 32035.85889 11324.87252 21510.3054 15085.16195 28434.50012 27117.67568 18678.56181 36603.65546 25309.44815 29044.22797 30036.29832 22046.08081 17043.46706 26719.44414 33342.65873 21789.94829 25350.90862 20534.18484 24872.79078 27682.5841 35165.12314 13321.71156 2645.797392 26382.41331 33746.52121 34673.49998 35970.86536 29969.35284 15595.28557 22861.35802 17196.33808 12434.38811 29635.07338 26886.63016 24492.56808 26101.48762 27869.05195 23414.91621 26725.62018 27149.11943 26341.78835 23789.40462 25520.04408 24914.97127 NA NA
334.145@6.78 334.145 6.78 25142.87604 10602.23342 11352.43017 21202.53177 15696.41624 10062.71127 9130.7017 22246.24233 25033.58049 9022.957569 17919.57637 28031.91607 14850.69672 16988.47591 15244.79538 27811.49696 18174.38792 25254.51072 18273.3759 21551.56524 9919.452893 24540.75367 11797.26809 37693.44747 8524.297456 13113.29812 13039.67708 18482.82976 18786.09108 22002.37888 17780.48611 9086.04515 14821.73197 13443.99413 27361.60929 12451.89774 8464.162754 18509.85387 17957.69158 16773.43482 12362.40869 20975.90002 25586.12209 23385.14297 10916.01293 19676.42182 16815.64515 20222.58401 20076.16497 8031.721575 14454.30984 15616.37814 25526.71106 23790.15934 12543.00206 14180.0748 22677.73902 16600.52848 15965.45342 17683.65811 17481.15732 18589.92478 18800.18534 17777.44044 18493.86843 16003.22038 16155.53192 17768.14141 18199.14833 15747.95084 18027.28352 NA NA
335.2244@4.22 335.2244 4.22 42619.79526 20245.01422 13590.98868 33956.09904 0 13953.8405 21963.82556 57434.7759 9407.471474 52899.63113 15209.42369 18788.78283 47544.4117 17748.99176 13934.48493 34232.73081 18696.0806 41516.42056 12417.87364 21201.44563 38927.57023 19010.46499 46933.72884 10505.76843 0 26471.92082 10145.05956 20268.24225 14557.1074 10265.99949 19339.85384 21686.40769 18685.65613 15557.32482 60057.8532 73589.50836 22650.18639 18168.19639 33849.31104 20145.1995 15697.70024 22200.81668 11219.05259 49091.80306 15519.04793 10393.217 15446.4156 30268.957 52887.2581 20226.13647 29187.70805 23271.42869 17937.46348 47012.97708 14475.70595 11280.48101 49738.01793 38123.88099 13852.97366 20405.69996 41187.58327 13153.5441 5758.752692 19202.57093 14941.48924 18436.26113 76927.37299 16403.29993 12942.14281 30105.82557 63792.72567 NA NA
335.2847@6.97 335.2847 6.97 3620.929246 0 7348.82057 4486.894913 5217.106189 20126.20694 5457.183301 0 8797.084248 0 18058.78956 49174.44827 5818.717713 13562.96993 3212.904107 0 6600.700645 7220.360561 0 6641.455776 0 5689.35588 0 0 16388.4175 6944.796818 0 7183.592014 11068.94167 5129.106273 8637.034151 0 5757.852068 0 7219.464981 12468.20826 11199.71837 956.1001401 0 21221.06583 8243.337362 10220.64432 0 0 0 20131.4592 25713.97463 41840.65769 4944.60985 18884.71247 22373.21462 38023.87708 3081.00053 6595.971769 0 0 1443.937886 9512.330882 23290.24684 45769.71441 38901.28519 41100.95145 36159.99024 40617.54786 40154.82142 41537.12845 40644.45849 42781.6947 38883.43916 42358.83264 39031.0502 NA NA
336.1601@9.81 336.1601 9.81 48186.92005 35704.89129 43467.62065 38885.81397 40863.51935 38325.34973 34727.84316 42191.00409 34474.56617 39622.06243 35738.99763 41708.740640000004 40784.29024 35136.43704 37837.25695 42183.84174 39550.14293 38920.21147 40548.27484 41202.86896 43740.29409 40221.93993 36219.64372 44563.49406 37368.21756 39137.01351 36420.54129 41295.97711 40345.667 42294.36373 35338.39663 33641.65407 41337.11486 29933.8987 37546.21864 40664.73648 36258.0599 42258.80138 37715.74257 46034.86158 44732.41926 42011.2548 35581.57548 38990.14883 33744.34257 47310.35652 41889.65118 48933.99893 41685.13397 40147.43437 34100.14545 38604.6725 44953.85107 32654.69753 39929.94695 43926.06319 29918.73965 33628.77223 39252.4246 43558.11914 43219.4523 36926.19579 43425.93426 40481.58265 39667.18413 42669.16586 36687.17516 41695.68623 41660.74024 39870.77221 39368.56152 NA NA
336.2271@5.85 336.2271 5.85 173913.1386 82026.77062 55835.08579 64033.34641 197291.7947 48366.32742 193253.2593 98608.70586 197699.3493 146855.1196 125251.8381 101149.443 180129.7261 164390.7707 17565.74375 54612.37253 70581.93692 233667.9122 7916.556214 319029.2609 42654.16303 118357.3272 63422.75183 118296.331 153068.8837 63820.39485 131782.7347 73789.45728 201106.4584 103517.2665 129864.5716 171943.2225 160534.9642 67075.43015 40916.79894 18927.97405 40287.25687 170225.18 187249.7784 354878.7242 143890.6255 48383.32616 170751.1956 234260.0329 134143.1617 203526.4814 100394.0613 56987.64892 42775.80302 270108.8647 157264.7668 35709.61677 32731.72076 157581.7431 78428.42855 29590.60666 159222.1414 85558.09889 171025.0063 185757.3307 197181.8861 73250.35997 64042.17776 48949.5263 204820.4373 15703.54026 9819.399753 64382.438 76606.76022 3200.173333 152002.6801 NA NA
337.1896@7.04 337.1896 7.04 27849.1533 23475.93452 32786.55944 28374.11073 24980.84259 27029.81234 35530.77618 30102.50154 19131.55458 30144.08048 28265.79793 23657.88632 23662.83798 20708.86284 20924.0852 17727.76988 19227.63964 32366.89017 25835.89622 34381.00343 28529.55795 22288.59261 27357.29459 25578.16686 39168.73602 25688.13832 28018.25759 29908.70794 21781.66196 20870.86403 25764.9503 18279.28093 20332.33266 15043.66449 31613.10351 20958.73809 22783.60725 27952.70659 20985.2212 34237.78778 21595.67451 23474.28412 28369.89134 19496.11476 19997.49767 34278.06569 18970.54611 13289.73064 15576.98201 21338.51443 27672.33758 28157.82492 20938.38557 32004.51859 23106.93085 24720.91229 28452.06336 14941.09937 26649.47659 25191.65321 22208.72175 22481.86856 23061.13726 21651.2844 23444.28802 21660.69453 22842.35788 22933.58315 22889.05913 21744.76676 24203.46998 NA NA
